split,threat_type,event_text
train,brute-force,RDP credential stuffing and login failures against LAB-PC-30 from 198.51.100.22 [device=PC-RECEPTION-01 evt=929637]
train,brute-force,SSH brute force password guessing on port 993 then a successful login [ts=2026-03-14T16:40Z sensor=dns]
train,brute-force,Failed authentication burst: brute force against account librarian on LAPTOP-FACULTY-2
train,brute-force,Password spray brute force of the VPN gateway from 203.0.113.77 [proto=SMTP device=WS-FINANCE-12]
train,brute-force,SSH auth failures brute force password guessing then a successful login on MAIL-GW-1 [sensor=usb proto=TCP]
train,brute-force,RDP login failures: credential stuffing and password spray against srinu
train,brute-force,Failed authentication burst brute-force of VPN gateway 8.8.8.8 on port 4444
train,brute-force,Repeated login attempts indicate brute force against LAB-PC-74 from 203.0.113.77
train,brute-force,Repeated login attempts and password spray against VPN gateway 192.168.0.55
train,brute-force,SSH auth failures indicate brute force password guessing on port 5985
train,brute-force,RDP login failures credential stuffing against PC-LAB-NET-14 [user=labtech ts=2026-07-23T08:07Z]
train,brute-force,Brute force password spray of account warden from 10.87.54.124 [user=principal proto=UDP]
train,brute-force,Failed authentication burst then successful brute-force login [proto=HTTPS confidence=high]
train,brute-force,VPN gateway 10.87.54.155 password spray: repeated login attempts for srinu [source=Auth evt=170825]
train,brute-force,RDP credential stuffing and login failures against MAIL-GW-1 from 10.87.54.206 [proto=HTTPS evt=789624]
train,brute-force,SSH brute force password guessing on port 5985 then a successful login
train,brute-force,Failed authentication burst: brute force against account admin on LAPTOP-FACULTY-2 [evt=307434 source=Auth]
train,brute-force,Password spray brute force of the VPN gateway from 10.87.54.124
train,brute-force,SSH auth failures brute force password guessing then a successful login on DESKTOP-SBJAOKO [source=SIEM confidence=high]
train,brute-force,RDP login failures: credential stuffing and password spray against akash [evt=888133 device=PC-RECEPTION-01]
train,brute-force,Failed authentication burst brute-force of VPN gateway 10.87.54.200 on port 4444 [sensor=edr device=LAPTOP-HR04]
train,brute-force,Repeated login attempts indicate brute force against LAPTOP-FACULTY-2 from 10.87.54.86 [confidence=high evt=787140]
train,brute-force,Repeated login attempts and password spray against VPN gateway 10.87.54.152 [evt=234580 ts=2026-06-14T18:55Z]
train,brute-force,SSH auth failures indicate brute force password guessing on port 445 [proto=UDP ts=2026-04-25T03:21Z]
train,brute-force,RDP login failures credential stuffing against LAPTOP-HOD-CSE
train,brute-force,Brute force password spray of account faculty from 10.87.54.149 [ts=2026-06-28T15:29Z sensor=dns]
train,brute-force,Failed authentication burst then successful brute-force login
train,brute-force,VPN gateway 8.8.8.8 password spray: repeated login attempts for librarian [confidence=critical source=USB]
train,brute-force,RDP credential stuffing and login failures against WS-EXAM-CELL from 10.87.54.212
train,brute-force,SSH brute force password guessing on port 8080 then a successful login [confidence=medium proto=UDP]
train,brute-force,Failed authentication burst: brute force against account admin on LAPTOP-FACULTY-2
train,brute-force,Password spray brute force of the VPN gateway from 172.20.10.5 [device=LAPTOP-HOD-CSE confidence=medium]
train,brute-force,SSH auth failures brute force password guessing then a successful login on WS-ACCOUNTS-04 [ts=2026-08-20T04:17Z user=finance]
train,brute-force,RDP login failures: credential stuffing and password spray against hr [proto=RDP source=Sysmon]
train,brute-force,Failed authentication burst brute-force of VPN gateway 10.10.10.44 on port 4444
train,brute-force,Repeated login attempts indicate brute force against LAPTOP-HR04 from 172.16.8.90
train,brute-force,Repeated login attempts and password spray against VPN gateway 172.16.8.90 [ts=2026-06-11T20:24Z sensor=firewall]
train,brute-force,SSH auth failures indicate brute force password guessing on port 445 [source=EDR user=demo]
test,brute-force,VPN gateway 10.87.54.148 under password spray brute force against registrar [proto=TCP source=Network IDS]
test,brute-force,RDP brute force: repeated login attempts and credential stuffing on LAB-PC-24
test,brute-force,VPN gateway 10.87.54.218 under password spray brute force against helpdesk
test,brute-force,RDP brute force: repeated login attempts and credential stuffing on LAB-PC-99 [sensor=sysmon user=labtech]
test,brute-force,VPN gateway 172.16.4.18 under password spray brute force against helpdesk
test,brute-force,RDP brute force: repeated login attempts and credential stuffing on LAB-PC-51 [user=cashier confidence=high]
test,brute-force,VPN gateway 10.87.54.191 under password spray brute force against admin [evt=812299 proto=TCP]
test,brute-force,RDP brute force: repeated login attempts and credential stuffing on LAPTOP-FACULTY-2
test,brute-force,VPN gateway 10.87.54.218 under password spray brute force against student [ts=2026-07-12T16:46Z confidence=medium]
test,brute-force,RDP brute force: repeated login attempts and credential stuffing on DESKTOP-SBJAOKO [user=admin sensor=ids]
train,social,Social engineering call impersonating help desk scam for MFA codes [user=student ts=2026-08-22T08:40Z]
train,social,CEO fraud email asking staff to wire transfer urgently for cashier [user=principal confidence=medium]
train,social,Help-desk scam impersonation requesting gift card purchase [device=PC-RECEPTION-01 user=librarian]
train,social,Social engineering pretends to be IT and manipulates employee for MFA [confidence=critical evt=373336]
train,social,Urgent wire transfer social engineering impersonating the director [confidence=medium ts=2026-04-12T08:07Z]
train,social,Help desk scam social engineering asked hr for an MFA code on a call [user=helpdesk device=LAPTOP-HOD-CSE]
train,social,"CEO fraud: wire transfer urgently and do not tell finance, impersonating IT [source=Sysmon ts=2026-06-17T21:38Z]"
train,social,Social engineering gift-card purchase after a help-desk impersonation [evt=633392 device=VM-PROJECT-03]
train,social,Director impersonation social engineering for an urgent wire transfer [proto=TCP device=PC-LAB-NET-14]
train,social,Pretends to be IT: social engineering call harvesting MFA from warden [ts=2026-08-20T09:22Z evt=212369]
train,social,Help-desk impersonation social engineering requesting a gift card purchase
train,social,"CEO fraud social engineering: urgent wire transfer, do not tell finance [evt=877931 confidence=high]"
train,social,Social engineering call pretends to be IT and asks nurse for MFA codes [confidence=high source=Email]
train,social,Director impersonation: wire transfer urgently after a help desk scam [device=LAB-PC-16 ts=2026-07-23T16:19Z]
train,social,Social engineering call impersonating help desk scam for MFA codes [user=nurse proto=SMTP]
train,social,CEO fraud email asking staff to wire transfer urgently for registrar
train,social,Help-desk scam impersonation requesting gift card purchase
train,social,Social engineering pretends to be IT and manipulates employee for MFA [device=LAB-PC-37 source=USB]
train,social,Urgent wire transfer social engineering impersonating the director [evt=675956 source=Laptop Mail Guard]
train,social,Help desk scam social engineering asked librarian for an MFA code on a call
train,social,"CEO fraud: wire transfer urgently and do not tell finance, impersonating IT [proto=FILE evt=776456]"
train,social,Social engineering gift-card purchase after a help-desk impersonation [proto=SMB source=Network IDS]
train,social,Director impersonation social engineering for an urgent wire transfer [user=srinu confidence=high]
train,social,Pretends to be IT: social engineering call harvesting MFA from helpdesk
train,social,Help-desk impersonation social engineering requesting a gift card purchase [user=librarian ts=2026-07-21T10:31Z]
train,social,"CEO fraud social engineering: urgent wire transfer, do not tell finance"
train,social,Social engineering call pretends to be IT and asks hr for MFA codes [proto=TCP device=LAPTOP-HR04]
train,social,Director impersonation: wire transfer urgently after a help desk scam [user=akash source=Firewall]
train,social,Social engineering call impersonating help desk scam for MFA codes [device=VM-SOC-LAB-11 evt=489523]
train,social,CEO fraud email asking staff to wire transfer urgently for helpdesk [sensor=edr proto=SMTP]
train,social,Help-desk scam impersonation requesting gift card purchase [source=Network IDS evt=853362]
train,social,Social engineering pretends to be IT and manipulates employee for MFA [sensor=ids device=LAB-PC-49]
train,social,Urgent wire transfer social engineering impersonating the director [ts=2026-08-21T16:54Z evt=754974]
train,social,Help desk scam social engineering asked finance for an MFA code on a call [confidence=medium source=DNS]
train,social,"CEO fraud: wire transfer urgently and do not tell finance, impersonating IT [sensor=ids device=VM-SOC-LAB-11]"
train,social,Social engineering gift-card purchase after a help-desk impersonation [user=principal sensor=agent]
train,social,Director impersonation social engineering for an urgent wire transfer [source=Endpoint ts=2026-08-28T03:02Z]
train,social,Pretends to be IT: social engineering call harvesting MFA from registrar [source=Proxy ts=2026-07-26T10:07Z]
train,social,Help-desk impersonation social engineering requesting a gift card purchase [source=Endpoint confidence=critical]
train,social,"CEO fraud social engineering: urgent wire transfer, do not tell finance"
train,social,Social engineering call pretends to be IT and asks admin for MFA codes
train,social,Director impersonation: wire transfer urgently after a help desk scam
train,social,Social engineering call impersonating help desk scam for MFA codes [confidence=high sensor=agent]
train,social,CEO fraud email asking staff to wire transfer urgently for nurse [ts=2026-01-15T16:47Z proto=SMTP]
train,social,Help-desk scam impersonation requesting gift card purchase [evt=302432 device=WS-EXAM-CELL]
train,social,Social engineering pretends to be IT and manipulates employee for MFA [proto=SMB source=USB]
train,social,Urgent wire transfer social engineering impersonating the director [ts=2026-08-28T10:57Z source=Endpoint]
train,social,Help desk scam social engineering asked principal for an MFA code on a call
train,social,"CEO fraud: wire transfer urgently and do not tell finance, impersonating IT [confidence=medium evt=512433]"
train,social,Social engineering gift-card purchase after a help-desk impersonation [source=Network IDS proto=RDP]
train,social,Director impersonation social engineering for an urgent wire transfer [user=nurse confidence=critical]
train,social,Pretends to be IT: social engineering call harvesting MFA from nurse [device=WS-FINANCE-12 confidence=critical]
train,social,Help-desk impersonation social engineering requesting a gift card purchase [source=Firewall ts=2026-02-27T02:22Z]
train,social,"CEO fraud social engineering: urgent wire transfer, do not tell finance"
train,social,Social engineering call pretends to be IT and asks hr for MFA codes [ts=2026-08-19T22:15Z confidence=critical]
train,social,Director impersonation: wire transfer urgently after a help desk scam [evt=975937 confidence=medium]
train,social,Social engineering call impersonating help desk scam for MFA codes [sensor=siem device=VM-STUDENT-09]
train,social,CEO fraud email asking staff to wire transfer urgently for helpdesk [evt=143096 confidence=medium]
train,social,Help-desk scam impersonation requesting gift card purchase [user=cashier device=LAB-PC-15]
train,social,Social engineering pretends to be IT and manipulates employee for MFA
train,social,Urgent wire transfer social engineering impersonating the director [source=Laptop Mail Guard evt=818445]
train,social,Help desk scam social engineering asked demo for an MFA code on a call [user=finance confidence=critical]
train,social,"CEO fraud: wire transfer urgently and do not tell finance, impersonating IT [sensor=proxy proto=UDP]"
